show,contestant_name,season,season_week,occupation,age,height,winner,elim_week,elim_type,first_impression,date_size,rose_type,,,
Bachelorette,JARED H,11,6-Dec,,,,0,7,E,0,5,G,,,
Bachelorette,JARED H,11,7-Dec,,,,0,7,E,0,1,E,,,
Bachelorette,JOE B,11,1-Dec,,,,0,7,ED,0,0,C,,,
Bachelorette,JOE B,11,2-Dec,,,,0,7,ED,0,7,C,,,
Bachelorette,JOE B,11,3-Dec,,,,0,7,ED,0,6,C,,,
Bachelorette,JOE B,11,4-Dec,,,,0,7,ED,0,5,C,,,
Bachelorette,JOE B,11,5-Dec,,,,0,7,ED,0,0,C,,,
Bachelorette,JOE B,11,6-Dec,,,,0,7,ED,0,2,G,,,
Bachelorette,JOE B,11,7-Dec,,,,0,7,ED,0,3,ED,,,
Bachelorette,CHRIS S,11,1-Dec,,,,0,7,ED,0,0,C,,,
Bachelorette,CHRIS S,11,2-Dec,,,,0,7,ED,0,7,C,,,
Bachelorette,CHRIS S,11,3-Dec,,,,0,7,ED,0,6,C,,,
Bachelorette,CHRIS S,11,4-Dec,,,,0,7,ED,0,5,G,,,
Bachelorette,CHRIS S,11,5-Dec,,,,0,7,ED,0,9,C,,,
Bachelorette,CHRIS S,11,6-Dec,,,,0,7,ED,0,5,C,,,
Bachelorette,CHRIS S,11,7-Dec,,,,0,7,ED,0,1,ED,,,
Bachelorette,BEN Z,11,1-Dec,,,,0,6,E,0,0,C,,,
Bachelorette,BEN Z,11,2-Dec,,,,0,6,E,0,8,G,,,
Bachelorette,BEN Z,11,3-Dec,,,,0,6,E,0,1,O,,,
Bachelorette,BEN Z,11,4-Dec,,,,0,6,E,0,8,C,,,
Bachelorette,BEN Z,11,5-Dec,,,,0,6,E,0,9,C,,,
Bachelorette,BEN Z,11,6-Dec,,,,0,6,E,0,5,E,,,
Bachelorette,TANNER T,11,1-Dec,,,,0,6,E,0,0,C,,,
Bachelorette,TANNER T,11,2-Dec,,,,0,6,E,0,7,C,,,
Bachelorette,TANNER T,11,3-Dec,,,,0,6,E,0,6,C,,,
Bachelorette,TANNER T,11,4-Dec,,,,0,6,E,0,8,C,,,
Bachelorette,TANNER T,11,5-Dec,,,,0,6,E,0,9,C,,,
Bachelorette,TANNER T,11,6-Dec,,,,0,6,E,0,2,E,,,
Bachelorette,JJ L,11,1-Dec,,,,0,6,ED,0,0,C,,,
Bachelorette,JJ L,11,2-Dec,,,,0,6,ED,0,7,G,,,
Bachelorette,JJ L,11,3-Dec,,,,0,6,ED,0,6,C,,,
Bachelorette,JJ L,11,4-Dec,,,,0,6,ED,0,8,C,,,
Bachelorette,JJ L,11,5-Dec,,,,0,6,ED,0,9,C,,,
Bachelorette,JJ L,11,6-Dec,,,,0,6,ED,0,2,ED,,,
Bachelorette,JOSHUA A,11,1-Dec,,,,0,5,E,0,0,C,,,
Bachelorette,JOSHUA A,11,2-Dec,,,,0,5,E,0,7,C,,,
Bachelorette,JOSHUA A,11,3-Dec,,,,0,5,E,0,6,C,,,
Bachelorette,JOSHUA A,11,4-Dec,,,,0,5,E,0,5,C,,,
Bachelorette,JOSHUA A,11,5-Dec,,,,0,5,E,0,9,E,,,
Bachelorette,JUSTIN R,11,1-Dec,,,,0,5,E,0,0,C,,,
Bachelorette,JUSTIN R,11,2-Dec,,,,0,5,E,0,8,C,,,
Bachelorette,JUSTIN R,11,3-Dec,,,,0,5,E,0,0,C,,,
Bachelorette,JUSTIN R,11,4-Dec,,,,0,5,E,0,8,G,,,
Bachelorette,JUSTIN R,11,5-Dec,,,,0,5,E,0,9,E,,,
Bachelorette,IAN T,11,1-Dec,,,,0,5,E,0,0,C,,,
Bachelorette,IAN T,11,2-Dec,,,,0,5,E,0,7,C,,,
Bachelorette,IAN T,11,3-Dec,,,,0,5,E,0,0,C,,,
Bachelorette,IAN T,11,4-Dec,,,,0,5,E,0,5,C,,,
Bachelorette,IAN T,11,5-Dec,,,,0,5,E,0,9,EQ,,,
Bachelorette,COREY S,11,1-Dec,,,,0,4,E,0,0,C,,,
Bachelorette,COREY S,11,2-Dec,,,,0,4,E,0,8,C,,,
Bachelorette,COREY S,11,3-Dec,,,,0,4,E,0,0,C,,,
Bachelorette,COREY S,11,4-Dec,,,,0,4,E,0,8,E,,,
Bachelorette,JONATHAN H,11,1-Dec,,,,0,4,E,0,0,C,,,
Bachelorette,JONATHAN H,11,2-Dec,,,,0,4,E,0,7,C,,,
Bachelorette,JONATHAN H,11,3-Dec,,,,0,4,E,0,6,C,,,
Bachelorette,JONATHAN H,11,4-Dec,,,,0,4,E,0,8,E,,,
Bachelorette,RYAN B,11,1-Dec,,,,0,4,E,0,0,C,,,
Bachelorette,RYAN B,11,2-Dec,,,,0,4,E,0,0,C,,,
Bachelorette,RYAN B,11,3-Dec,,,,0,4,E,0,6,C,,,
Bachelorette,RYAN B,11,4-Dec,,,,0,4,E,0,8,E,,,
Bachelorette,CLINT A,11,1-Dec,,,,0,3,EU,0,0,C,,,
Bachelorette,CLINT A,11,2-Dec,,,,0,3,EU,0,1,O,,,
Bachelorette,CLINT A,11,3-Dec,,,,0,3,EU,0,6,EU,,,
Bachelorette,TONY H,11,1-Dec,,,,0,3,EQ,0,0,C,,,
Bachelorette,TONY H,11,2-Dec,,,,0,3,EQ,0,7,C,,,
Bachelorette,TONY H,11,3-Dec,,,,0,3,EQ,0,6,EQ,,,
Bachelorette,CORY S,11,1-Dec,,,,0,2,E,0,0,C,,,
Bachelorette,CORY S,11,2-Dec,,,,0,2,E,0,0,E,,,
Bachelorette,DANIEL F,11,1-Dec,,,,0,2,E,0,0,C,,,
Bachelorette,DANIEL F,11,2-Dec,,,,0,2,E,0,8,E,,,
Bachelorette,KUPAH J,11,1-Dec,,,,0,2,E,0,0,C,,,
Bachelorette,KUPAH J,11,2-Dec,,,,0,2,E,0,8,E,,,
Bachelorette,BRADLEY C,11,1-Dec,,,,0,1,E,0,0,E,,,
Bachelorette,DAVID X,11,1-Dec,,,,0,1,E,0,0,E,,,
Bachelorette,JOSH S,11,1-Dec,,,,0,1,E,0,0,E,,,
Bachelorette,SHAWN E,11,1-Dec,,,,0,1,E,0,0,E,,,
Bachelorette,BRADY T,11,1-Dec,,,,0,1,EQ,0,0,EQ,,,
Bachelorette,RYAN M,11,1-Dec,,,,0,1,EF,0,0,EF,,,
Bachelorette,JOSH M,10,1-Oct,,,,1,N/A,W,0,0,C,,,
Bachelorette,JOSH M,10,2-Oct,,,,1,N/A,W,0,14,C,,,
Bachelorette,JOSH M,10,3-Oct,,,,1,N/A,W,0,12,G,,,
Bachelorette,JOSH M,10,4-Oct,,,,1,N/A,W,0,0,C,,,
Bachelorette,JOSH M,10,5-Oct,,,,1,N/A,W,0,1,O,,,
Bachelorette,JOSH M,10,6-Oct,,,,1,N/A,W,0,6,C,,,
Bachelorette,JOSH M,10,7-Oct,,,,1,N/A,W,0,1,O,,,
